month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2021_06,DHEMAJI,Dhemaji,16963088.85
2021_06,DHUBRI,Dhubri (Pt),34105304.44
2021_06,JORHAT,Teok,17098889.0
2021_06,K.ANGLONG,Silonijan,14955995.68
2021_06,KARIMGANJ,Badarpur,13498761.47
2021_06,KOKRAJHAR,Dotoma,9900457.63
2021_06,KOKRAJHAR,Kokrajhar (Pt),21833344.21
2021_06,MORIGAON,Marigaon,19777948.5
2021_06,NAGAON,Nagaon,66827564.28
