Date,object_id,revenue_ci,District,Number of damages
2023-06-17,152,Jonai,DHEMAJI,1
2023-06-14,153,Gogamukh,DHEMAJI,1
2023-06-15,150,Dhemaji,DHEMAJI,1
2023-06-11,151,Sissiborgaon,DHEMAJI,1
2023-06-24,251,Gohpur,BISWANATH,1
2023-06-21,251,Gohpur,BISWANATH,1
2023-06-20,251,Gohpur,BISWANATH,1
2023-06-19,251,Gohpur,BISWANATH,1
2023-06-22,251,Gohpur,BISWANATH,2
2023-06-23,251,Gohpur,BISWANATH,2
2023-06-15,251,Gohpur,BISWANATH,2
2023-06-12,251,Gohpur,BISWANATH,2
2023-06-14,251,Gohpur,BISWANATH,3
2023-06-18,251,Gohpur,BISWANATH,3
2023-06-17,251,Gohpur,BISWANATH,4
2023-06-16,251,Gohpur,BISWANATH,4
2023-06-14,269,Mangaldoi,DARRANG,1
2023-06-20,269,Mangaldoi,DARRANG,1
2023-06-17,269,Mangaldoi,DARRANG,1
2023-06-23,239,Sipajhar,DARRANG,1
2023-06-23,269,Mangaldoi,DARRANG,2
2023-06-20,259,Goreswar,TAMULPUR,1
2023-06-16,259,Goreswar,TAMULPUR,3
2023-06-16,172,Bokakhat,GOLAGHAT,1
2023-06-24,172,Bokakhat,GOLAGHAT,1
2023-06-17,115,Lakhipur,GOALPARA,1
2023-06-17,192,Patherkandi,KARIMGANJ,1
2023-06-18,143,Nowboicha,LAKHIMPUR,1
2023-06-19,135,Raha,NAGAON,1
2023-06-22,225,Barbhag,NALBARI,1
2023-06-19,222,Tihu,NALBARI,1
2023-06-21,226,Nalbari,NALBARI,2
2023-06-25,226,Nalbari,NALBARI,7
2023-06-24,226,Nalbari,NALBARI,6
2023-06-24,228,Ghograpar,NALBARI,4
2023-06-21,265,Sarupeta,BAJALI,1
2023-06-21,124,Bajali,BAJALI,2
2023-06-24,211,Hajo,KAMRUP,3
