month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_03,BAKSA,Baksa,13999394.0
2020_03,BARPETA,Barpeta,79398008.04
2020_03,BISWANATH,Biswanath,8772790.29
2020_03,CACHAR,Silchar,192265793.35
2020_03,CHIRANG,Bengtal,15147738.0
2020_03,DARRANG,Mangaldoi (Pt),102249296.76
2020_03,DARRANG,Pathorighat (Pt),66430391.83
2020_03,DARRANG,Sipajhar,63368862.83
2020_03,DHEMAJI,Jonai,12336514.8
2020_03,DIBRUGARH,Tingkhong,44244486.82
2020_03,HAILAKANDI,Hailakandi,6499675.78
2020_03,KAMRUP,Chamaria,0.0
2020_03,KAMRUP METRO,Guwahati,326427616.4
2020_03,KAMRUP METRO,North Guwahati (Pt),27324047.43
2020_03,KARIMGANJ,Badarpur,11825182.82
2020_03,KARIMGANJ,Karimganj,54637934.6
2020_03,KOKRAJHAR,Kokrajhar (Pt),5580713.0
2020_03,MORIGAON,Marigaon,120031712.2
2020_03,NAGAON,Nagaon,123313698.19
