month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2018_06,BAKSA,Baksa,6997078.75
2018_06,BARPETA,Barpeta,19084564.89
2018_06,CHIRANG,Bengtal,13857071.18
2018_06,CHIRANG,Bijni (Pt),5112898.84
2018_06,CHIRANG,Sidli (Pt),3956522.0
2018_06,DIBRUGARH,Chabua,14448332.0
2018_06,DIBRUGARH,Dibrugarh East,10471655.0
2018_06,DIBRUGARH,Moran,2633978.0
2018_06,DIBRUGARH,Tengakhat,3024285.0
2018_06,DIBRUGARH,Tingkhong,3021386.0
2018_06,KAMRUP METRO,Chandrapur,4020442.2
2018_06,KAMRUP METRO,Guwahati,0.0
2018_06,KOKRAJHAR,Dotoma,6960861.88
2018_06,KOKRAJHAR,Gossaigaon (Pt),23757815.0
2018_06,KOKRAJHAR,Kokrajhar (Pt),145276731.14
2018_06,SIVSAGAR,Sibsagar,3099172.0
2018_06,WEST KARBI ANGLONG,Donka,7549486.0
