month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2021_02,BAKSA,Baksa,10380846.0
2021_02,BARPETA,Barpeta,23754920.16
2021_02,BONGAIGAON,Srijangram,13923849.84
2021_02,CACHAR,Silchar,19800167.01
2021_02,CACHAR,Sonai,25309752.27
2021_02,CHIRANG,Bijni (Pt),5936582.15
2021_02,CHIRANG,Sidli (Pt),9647878.52
2021_02,GOALPARA,Balijana,22666051.55
2021_02,GOLAGHAT,Golaghat,13806747.14
2021_02,HOJAI,Hojai,11685352.0
2021_02,K.ANGLONG,Diphu,92270644.0
2021_02,KAMRUP,Hajo,6123843.26
2021_02,KAMRUP,"North
Guwahati",9492354.0
2021_02,KAMRUP METRO,Guwahati,3498700.0
2021_02,KOKRAJHAR,Kokrajhar (Pt),23694617.0
2021_02,NAGAON,Kaliabor,21500000.0
2021_02,NALBARI,Nalbari,0.0
2021_02,SONITPUR,Tezpur,175057278.51
2021_02,TINSUKIA,Tinsukia,181731565.43
2021_02,UDALGURI,Udalguri,19637962.6
