month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_05,BAKSA,Baksa,4983799.0
2020_05,BAKSA,Barama,5943775.0
2020_05,BAKSA,Jalah (Pt),8900259.0
2020_05,DHEMAJI,Dhemaji,27162574.28
2020_05,DHUBRI,Dhubri (Pt),0.0
2020_05,DIBRUGARH,Tengakhat,36564756.42
2020_05,JORHAT,Jorhat West,3499240.32
2020_05,K.ANGLONG,Diphu,11855956.29
2020_05,KAMRUP,Hajo,0.0
2020_05,KAMRUP METRO,Guwahati,6358000.0
2020_05,KARIMGANJ,Karimganj,38690736.49
2020_05,LAKHIMPUR,North Lakhimpur,7623986.0
2020_05,MAJULI,Majuli,9990202.0
2020_05,UDALGURI,Mazbat,5617893.0
2020_05,UDALGURI,Udalguri,7497297.0
2020_05,WEST KARBI ANGLONG,Donka,7334187.93
